Index,Node,index_in_graph,node_id,meaning,category
17991,17992,,17992,Y31.7 Farm,Chapter XX External causes of morbidity and mortality
17992,17993,,17993,Y31.8 Other specified place,Chapter XX External causes of morbidity and mortality
17993,17994,,17994,Y31.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17994,17995,1780.0,17995,"Y32 Crashing of motor vehicle, undetermined intent",Chapter XX External causes of morbidity and mortality
17995,17996,,17996,Y32.0 Home,Chapter XX External causes of morbidity and mortality
17996,17997,,17997,Y32.1 Residential institution,Chapter XX External causes of morbidity and mortality
17997,17998,,17998,"Y32.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17998,17999,,17999,Y32.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17999,18000,,18000,Y32.4 Street and highway,Chapter XX External causes of morbidity and mortality
18000,18001,,18001,Y32.5 Trade and service area,Chapter XX External causes of morbidity and mortality
18001,18002,,18002,Y32.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
18002,18003,,18003,Y32.7 Farm,Chapter XX External causes of morbidity and mortality
18003,18004,,18004,Y32.8 Other specified place,Chapter XX External causes of morbidity and mortality
18004,18005,,18005,Y32.9 Unspecified place,Chapter XX External causes of morbidity and mortality
18005,18006,1781.0,18006,"Y33 Other specified events, undetermined intent",Chapter XX External causes of morbidity and mortality
18006,18007,,18007,Y33.0 Home,Chapter XX External causes of morbidity and mortality
18007,18008,,18008,Y33.1 Residential institution,Chapter XX External causes of morbidity and mortality
18008,18009,,18009,"Y33.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
18009,18010,,18010,Y33.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
18010,18011,,18011,Y33.4 Street and highway,Chapter XX External causes of morbidity and mortality
18011,18012,,18012,Y33.5 Trade and service area,Chapter XX External causes of morbidity and mortality
18012,18013,,18013,Y33.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
18013,18014,,18014,Y33.7 Farm,Chapter XX External causes of morbidity and mortality
18014,18015,,18015,Y33.8 Other specified place,Chapter XX External causes of morbidity and mortality
18015,18016,,18016,Y33.9 Unspecified place,Chapter XX External causes of morbidity and mortality
18016,18017,1782.0,18017,"Y34 Unspecified event, undetermined intent",Chapter XX External causes of morbidity and mortality
18017,18018,,18018,Y34.0 Home,Chapter XX External causes of morbidity and mortality
18018,18019,,18019,Y34.1 Residential institution,Chapter XX External causes of morbidity and mortality
18019,18020,,18020,"Y34.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
18020,18021,,18021,Y34.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
18021,18022,,18022,Y34.4 Street and highway,Chapter XX External causes of morbidity and mortality
18022,18023,,18023,Y34.5 Trade and service area,Chapter XX External causes of morbidity and mortality
18023,18024,,18024,Y34.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
18024,18025,,18025,Y34.7 Farm,Chapter XX External causes of morbidity and mortality
18025,18026,,18026,Y34.8 Other specified place,Chapter XX External causes of morbidity and mortality
18026,18027,,18027,Y34.9 Unspecified place,Chapter XX External causes of morbidity and mortality
18027,18028,,18028,"Y34.99 Unspecified event, undetermined intent; Unspecified place; During unspecified activity",Chapter XX External causes of morbidity and mortality
18028,18029,1783.0,18029,Y35 Legal intervention,Chapter XX External causes of morbidity and mortality
18029,18030,,18030,Y35.0 Legal intervention involving firearm discharge,Chapter XX External causes of morbidity and mortality
18030,18031,,18031,Y35.1 Legal intervention involving explosives,Chapter XX External causes of morbidity and mortality
18031,18032,,18032,Y35.2 Legal intervention involving gas,Chapter XX External causes of morbidity and mortality
18032,18033,,18033,Y35.3 Legal intervention involving blunt objects,Chapter XX External causes of morbidity and mortality
18033,18034,,18034,Y35.4 Legal intervention involving sharp objects,Chapter XX External causes of morbidity and mortality
18034,18035,,18035,Y35.5 Legal execution,Chapter XX External causes of morbidity and mortality
18035,18036,,18036,Y35.6 Legal intervention involving other specified means,Chapter XX External causes of morbidity and mortality
18036,18037,,18037,"Y35.7 Legal intervention, means unspecified",Chapter XX External causes of morbidity and mortality
18037,18038,1784.0,18038,Y36 Operations of war,Chapter XX External causes of morbidity and mortality
18038,18039,,18039,Y36.0 War operations involving explosion of marine weapons,Chapter XX External causes of morbidity and mortality
18039,18040,,18040,Y36.1 War operations involving destruction of aircraft,Chapter XX External causes of morbidity and mortality
18040,18041,,18041,Y36.2 War operations involving other explosions and fragments,Chapter XX External causes of morbidity and mortality
18041,18042,,18042,"Y36.3 War operations involving fires, conflagrations and hot substances",Chapter XX External causes of morbidity and mortality
18042,18043,,18043,Y36.4 War operations involving firearm discharge and other forms of conventional warfare,Chapter XX External causes of morbidity and mortality
18043,18044,,18044,Y36.5 War operations involving nuclear weapons,Chapter XX External causes of morbidity and mortality
18044,18045,,18045,Y36.6 War operations involving biological weapons,Chapter XX External causes of morbidity and mortality
18045,18046,,18046,Y36.7 War operations involving chemical weapons and other forms of unconventional warfare,Chapter XX External causes of morbidity and mortality
18046,18047,,18047,Y36.8 War operations occurring after cessation of hostilities,Chapter XX External causes of morbidity and mortality
18047,18048,,18048,"Y36.9 War operations, unspecified",Chapter XX External causes of morbidity and mortality
18048,18049,1785.0,18049,Y40 Systemic antibiotics,Chapter XX External causes of morbidity and mortality
18049,18050,,18050,Y40.0 Penicillins,Chapter XX External causes of morbidity and mortality
18050,18051,,18051,Y40.1 Cefalosporins and other -lactam antibiotics,Chapter XX External causes of morbidity and mortality
18051,18052,,18052,Y40.2 Chloramphenicol group,Chapter XX External causes of morbidity and mortality
18052,18053,,18053,Y40.3 Macrolides,Chapter XX External causes of morbidity and mortality
18053,18054,,18054,Y40.4 Tetracyclines,Chapter XX External causes of morbidity and mortality
18054,18055,,18055,Y40.5 Aminoglycosides,Chapter XX External causes of morbidity and mortality
18055,18056,,18056,Y40.6 Rifamycins,Chapter XX External causes of morbidity and mortality
18056,18057,,18057,"Y40.7 Antifungal antibiotics, systemically used",Chapter XX External causes of morbidity and mortality
18057,18058,,18058,Y40.8 Other systemic antibiotics,Chapter XX External causes of morbidity and mortality
18058,18059,,18059,"Y40.9 Systemic antibiotic, unspecified",Chapter XX External causes of morbidity and mortality
18059,18060,1786.0,18060,Y41 Other systemic anti-infectives and antiparasitics,Chapter XX External causes of morbidity and mortality
18060,18061,,18061,Y41.0 Sulphonamides,Chapter XX External causes of morbidity and mortality
18061,18062,,18062,Y41.1 Antimycobacterial drugs,Chapter XX External causes of morbidity and mortality
18062,18063,,18063,Y41.2 Antimalarials and drugs acting on other blood protozoa,Chapter XX External causes of morbidity and mortality
18063,18064,,18064,Y41.3 Other antiprotozoal drugs,Chapter XX External causes of morbidity and mortality
18064,18065,,18065,Y41.4 Anthelminthics,Chapter XX External causes of morbidity and mortality
18065,18066,,18066,Y41.5 Antiviral drugs,Chapter XX External causes of morbidity and mortality
18066,18067,,18067,Y41.8 Other specified systemic anti-infectives and antiparasitics,Chapter XX External causes of morbidity and mortality
18067,18068,,18068,"Y41.9 Systemic anti-infective and antiparasitic, unspecified",Chapter XX External causes of morbidity and mortality
18068,18069,1787.0,18069,"Y42 Hormones and their synthetic substitutes and antagonists, not elsewhere classified",Chapter XX External causes of morbidity and mortality
18069,18070,,18070,Y42.0 Glucocorticoids and synthetic analogs,Chapter XX External causes of morbidity and mortality
18070,18071,,18071,Y42.1 Thyroid hormones and substitutes,Chapter XX External causes of morbidity and mortality
18071,18072,,18072,Y42.2 Antithyroid drugs,Chapter XX External causes of morbidity and mortality
18072,18073,,18073,Y42.3 Insulin and oral hypoglycaemic [antidiabetic] drugs,Chapter XX External causes of morbidity and mortality
18073,18074,,18074,Y42.4 Oral contraceptives,Chapter XX External causes of morbidity and mortality
18074,18075,,18075,Y42.5 Other oestrogens and progestogens,Chapter XX External causes of morbidity and mortality
18075,18076,,18076,"Y42.6 Antigonadotrophins, antioestrogens, antiandrogens, not elsewhere classified",Chapter XX External causes of morbidity and mortality
18076,18077,,18077,Y42.7 Androgens and anabolic congeners,Chapter XX External causes of morbidity and mortality
18077,18078,,18078,Y42.8 Other and unspecified hormones and their synthetic substitutes,Chapter XX External causes of morbidity and mortality
18078,18079,,18079,Y42.9 Other and unspecified hormone antagonists,Chapter XX External causes of morbidity and mortality
18079,18080,1788.0,18080,Y43 Primarily systemic agents,Chapter XX External causes of morbidity and mortality
18080,18081,,18081,Y43.0 Antiallergic and antiemetic drugs,Chapter XX External causes of morbidity and mortality
18081,18082,,18082,Y43.1 Antineoplastic antimetabolites,Chapter XX External causes of morbidity and mortality
18082,18083,,18083,Y43.2 Antineoplastic natural products,Chapter XX External causes of morbidity and mortality
18083,18084,,18084,Y43.3 Other antineoplastic drugs,Chapter XX External causes of morbidity and mortality
18084,18085,,18085,Y43.4 Immunosuppressive agents,Chapter XX External causes of morbidity and mortality
18085,18086,,18086,Y43.5 Acidifying and alkalising agents,Chapter XX External causes of morbidity and mortality
18086,18087,,18087,"Y43.6 Enzymes, not elsewhere classified",Chapter XX External causes of morbidity and mortality
